,id,ans
1873,12418,0
1874,12419,0
1875,12420,1
1876,12421,1
1877,12422,1
1878,12423,1
1879,12424,1
1880,12425,0
1881,12426,0
1882,12427,1
1883,12428,1
1884,12429,0
1885,12430,1
1886,12431,0
1887,12432,0
1888,12433,0
1889,12434,1
1890,12435,0
1891,12436,1
1892,12437,1
1893,12438,0
1894,12439,0
1895,12440,1
1896,12441,1
1897,12442,0
1898,12443,1
1899,12444,0
1900,12445,1
1901,12446,0
1902,12447,1
1903,12448,0
1904,12449,1
1905,12450,0
1906,12451,0
1907,12452,1
1908,12453,0
1909,12454,1
1910,12455,0
1911,12456,0
1912,12457,1
1913,12458,1
1914,12459,0
1915,12460,0
1916,12461,0
1917,12462,1
1918,12463,1
1919,12464,0
1920,12465,0
1921,12466,0
1922,12467,1
1923,12468,1
1924,12469,1
1925,12470,0
1926,12471,0
1927,12472,0
1928,12473,0
1929,12474,0
1930,12475,0
1931,12476,0
1932,12477,0
1933,12478,0
1934,12479,1
1935,12480,1
1936,12481,0
1937,12482,1
1938,12483,0
1939,12484,0
1940,12485,1
1941,12486,0
1942,12487,0
1943,12488,1
1944,12489,0
1945,12490,0
1946,12491,1
1947,12492,1
1948,12493,1
1949,12494,0
1950,12495,0
1951,12496,0
1952,12497,1
1953,12498,0
1954,12499,0
1955,12500,1
1956,12501,0
1957,12502,0
1958,12503,1
1959,12504,1
1960,12505,1
1961,12506,0
1962,12507,0
1963,12508,0
1964,12509,0
1965,12510,0
1966,12511,0
1967,12512,1
1968,12513,1
1969,12514,0
1970,12515,0
1971,12516,1
1972,12517,1
1973,12518,0
1974,12519,0
1975,12520,1
1976,12521,1
1977,12522,0
1978,12523,0
1979,12524,1
1980,12525,1
1981,12526,1
1982,12527,0
1983,12528,1
1984,12529,1
1985,12530,0
1986,12531,0
1987,12532,1
1988,12533,0
1989,12534,1
1990,12535,1
1991,12536,0
1992,12537,0
1993,12538,1
1994,12539,1
1995,12540,0
1996,12541,1
1997,12542,0
1998,12543,1
1999,12544,1
2000,12545,0
2001,12546,0
2002,12547,0
2003,12548,0
2004,12549,0
2005,12550,1
2006,12551,0
2007,12552,1
2008,12553,1
2009,12554,0
2010,12555,0
2011,12556,0
2012,12557,0
2013,12558,1
2014,12559,0
2015,12560,1
2016,12561,0
2017,12562,0
2018,12563,0
2019,12564,0
2020,12565,0
2021,12566,1
2022,12567,1
2023,12568,0
2024,12569,0
2025,12570,1
2026,12571,0
2027,12572,0
2028,12573,1
2029,12574,0
2030,12575,1
2031,12576,1
2032,12577,0
2033,12578,1
2034,12579,0
2035,12580,0
2036,12581,0
2037,12582,0
2038,12583,1
2039,12584,0
2040,12585,0
2041,12586,0
2042,12587,1
2043,12588,1
2044,12589,1
2045,12590,0
2046,12591,0
2047,12592,1
2048,12593,0
2049,12594,1
2050,12595,1
2051,12596,0
2052,12597,0
2053,12598,0
2054,12599,0
2055,12600,1
2056,12601,1
2057,12602,0
2058,12603,1
2059,12604,0
2060,12605,0
2061,12606,1
2062,12607,1
2063,12608,1
2064,12609,0
2065,12610,1
2066,12611,0
2067,12612,1
2068,12613,0
2069,12614,0
2070,12615,1
2071,12616,0
2072,12617,0
2073,12618,1
2074,12619,1
2075,12620,0
2076,12621,0
2077,12622,1
2078,12623,0
2079,12624,0
2080,12625,0
2081,12626,1
2082,12627,0
2083,12628,0
2084,12629,1
2085,12630,0
2086,12631,0
2087,12632,1
2088,12633,0
2089,12634,1
2090,12635,0
2091,12636,1
2092,12637,0
2093,12638,1
2094,12639,0
2095,12640,1
2096,12641,0
2097,12642,1
2098,12643,1
2099,12644,1
2100,12645,0
2101,12646,1
2102,12647,0
2103,12648,1
2104,12649,1
2105,12650,0
2106,12651,0
2107,12652,0
2108,12653,0
2109,12654,0
2110,12655,1
2111,12656,1
2112,12657,0
2113,12658,0
2114,12659,1
2115,12660,1
2116,12661,1
2117,12662,1
2118,12663,0
2119,12664,1
2120,12665,0
2121,12666,1
2122,12667,0
2123,12668,1
2124,12669,1
2125,12670,1
2126,12671,0
2127,12672,1
2128,12673,1
2129,12674,1
2130,12675,1
2131,12676,0
2132,12677,1
2133,12678,1
2134,12679,0
2135,12680,0
2136,12681,0
2137,12682,1
2138,12683,0
2139,12684,1
2140,12685,1
2141,12686,0
2142,12687,1
2143,12688,0
2144,12689,1
2145,12690,0
2146,12691,1
2147,12692,1
2148,12693,1
2149,12694,0
2150,12695,0
2151,12696,0
2152,12697,1
2153,12698,1
2154,12699,1
2155,12700,0
2156,12701,1
2157,12702,1
2158,12703,0
2159,12704,0
2160,12705,0
2161,12706,0
2162,12707,0
2163,12708,0
2164,12709,0
2165,12710,0
2166,12711,0
2167,12712,0
2168,12713,1
2169,12714,1
2170,12715,0
2171,12716,1
2172,12717,0
2173,12718,0
2174,12719,0
2175,12720,0
2176,12721,1
2177,12722,1
2178,12723,0
2179,12724,0
2180,12725,0
2181,12726,1
2182,12727,1
2183,12728,0
2184,12729,0
2185,12730,1
2186,12731,0
2187,12732,0
2188,12733,1
2189,12734,0
2190,12735,0
2191,12736,0
2192,12737,0
2193,12738,0
2194,12739,0
2195,12740,0
2196,12741,0
2197,12742,0
2198,12743,0
2199,12744,0
2200,12745,0
2201,12746,0
2202,12747,1
2203,12748,0
2204,12749,1
2205,12750,1
2206,12751,0
2207,12752,0
2208,12753,1
2209,12754,0
2210,12755,0
2211,12756,0
2212,12757,0
2213,12758,1
2214,12759,0
2215,12760,1
2216,12761,1
2217,12762,1
2218,12763,0
2219,12764,0
2220,12765,0
2221,12766,0
2222,12767,1
2223,12768,1
2224,12769,1
2225,12770,1
2226,12771,1
2227,12772,0
2228,12773,1
2229,12774,0
2230,12775,0
2231,12776,0
2232,12777,0
2233,12778,1
2234,12779,1
2235,12780,0
2236,12781,0
2237,12782,0
2238,12783,1
2239,12784,1
2240,12785,1
2241,12786,0
2242,12787,1
2243,12788,1
2244,12789,0
2245,12790,1
2246,12791,1
2247,12792,0
2248,12793,0
2249,12794,1
2250,12795,0
2251,12796,0
2252,12797,0
2253,12798,1
2254,12799,1
2255,12800,1
2256,12801,1
2257,12802,1
2258,12803,0
2259,12804,1
2260,12805,1
2261,12806,0
2262,12807,0
2263,12808,1
2264,12809,0
2265,12810,0
2266,12811,1
2267,12812,1
2268,12813,1
2269,12814,1
2270,12815,1
2271,12816,0
2272,12817,0
2273,12818,1
2274,12819,1
2275,12820,1
2276,12821,1
2277,12822,1
2278,12823,0
2279,12824,0
2280,12825,1
2281,12826,1
2282,12827,1
2283,12828,1
2284,12829,0
2285,12830,0
2286,12831,0
2287,12832,1
2288,12833,1
2289,12834,1
2290,12835,0
2291,12836,1
2292,12837,1
2293,12838,1
2294,12839,0
2295,12840,0
2296,12841,0
2297,12842,0
2298,12843,1
2299,12844,1
2300,12845,1
2301,12846,0
2302,12847,1
2303,12848,0
2304,12849,0
2305,12850,1
2306,12851,0
2307,12852,0
2308,12853,1
2309,12854,1
2310,12855,1
2311,12856,0
2312,12857,1
2313,12858,1
2314,12859,0
2315,12860,0
2316,12861,1
2317,12862,1
2318,12863,1
2319,12864,0
2320,12865,1
2321,12866,1
2322,12867,1
2323,12868,0
2324,12869,0
2325,12870,0
2326,12871,1
2327,12872,0
2328,12873,1
2329,12874,0
2330,12875,0
2331,12876,0
2332,12877,1
2333,12878,0
2334,12879,1
2335,12880,0
2336,12881,1
2337,12882,0
2338,12883,0
2339,12884,0
2340,12885,0
2341,12886,0
2342,12887,1
2343,12888,0
2344,12889,0
2345,12890,1
2346,12891,0
2347,12892,1
2348,12893,1
2349,12894,0
2350,12895,0
2351,12896,1
2352,12897,0
2353,12898,0
2354,12899,1
2355,12900,0
2356,12901,1
2357,12902,0
2358,12903,1
2359,12904,1
2360,12905,0
2361,12906,0
2362,12907,1
2363,12908,1
2364,12909,0
2365,12910,1
2366,12911,0
2367,12912,0
2368,12913,1
2369,12914,1
2370,12915,0
2371,12916,0
2372,12917,1
2373,12918,1
2374,12919,0
2375,12920,1
2376,12921,1
2377,12922,0
2378,12923,0
2379,12924,0
2380,12925,0
2381,12926,1
2382,12927,0
2383,12928,0
2384,12929,1
2385,12930,1
2386,12931,1
2387,12932,1
2388,12933,1
2389,12934,1
2390,12935,1
2391,12936,0
2392,12937,1
2393,12938,1
2394,12939,0
2395,12940,0
2396,12941,1
2397,12942,0
2398,12943,1
2399,12944,1
2400,12945,0
2401,12946,1
2402,12947,0
2403,12948,0
2404,12949,0
2405,12950,0
2406,12951,0
2407,12952,0
2408,12953,1
2409,12954,1
2410,12955,0
2411,12956,1
2412,12957,1
2413,12958,0
2414,12959,0
2415,12960,0
2416,12961,0
2417,12962,1
2418,12963,0
2419,12964,0
2420,12965,1
2421,12966,1
2422,12967,1
2423,12968,1
2424,12969,0
2425,12970,0
2426,12971,0
2427,12972,1
2428,12973,0
2429,12974,1
2430,12975,1
2431,12976,1
2432,12977,1
2433,12978,0
2434,12979,1
2435,12980,0
2436,12981,0
2437,12982,0
2438,12983,0
2439,12984,1
2440,12985,1
2441,12986,0
2442,12987,0
2443,12988,0
2444,12989,1
2445,12990,1
2446,12991,0
2447,12992,1
2448,12993,1
2449,12994,1
2450,12995,0
2451,12996,0
2452,12997,1
2453,12998,0
2454,12999,1
2455,13000,0
2456,13001,1
2457,13002,0
2458,13003,1
2459,13004,1
2460,13005,0
2461,13006,1
2462,13007,0
2463,13008,0
2464,13009,1
2465,13010,1
2466,13011,1
2467,13012,1
2468,13013,1
2469,13014,0
2470,13015,1
2471,13016,1
2472,13017,0
2473,13018,0
2474,13019,0
2475,13020,1
2476,13021,1
2477,13022,1
2478,13023,0
2479,13024,0
2480,13025,0
2481,13026,1
2482,13027,0
2483,13028,0
2484,13029,1
2485,13030,1
2486,13031,1
2487,13032,1
2488,13033,0
2489,13034,1
2490,13035,0
2491,13036,1
2492,13037,0
2493,13038,0
2494,13039,0
2495,13040,1
2496,13041,1
2497,13042,0
2498,13043,0
2499,13044,1
2500,13045,0
2501,13046,0
2502,13047,1
2503,13048,1
2504,13049,1
2505,13050,1
2506,13051,1
2507,13052,0
2508,13053,1
2509,13054,1
2510,13055,1
2511,13056,0
2512,13057,0
2513,13058,1
2514,13059,0
2515,13060,0
2516,13061,1
2517,13062,0
2518,13063,1
2519,13064,1
2520,13065,1
2521,13066,0
2522,13067,0
2523,13068,1
2524,13069,0
2525,13070,1
2526,13071,0
2527,13072,1
2528,13073,1
2529,13074,0
2530,13075,1
2531,13076,1
2532,13077,0
2533,13078,0
2534,13079,0
2535,13080,0
2536,13081,0
2537,13082,0
2538,13083,0
2539,13084,0
2540,13085,1
2541,13086,0
2542,13087,0
2543,13088,1
2544,13089,1
2545,13090,1
2546,13091,0
2547,13092,0
2548,13093,1
2549,13094,0
2550,13095,0
2551,13096,1
2552,13097,1
2553,13098,0
2554,13099,0
2555,13100,0
2556,13101,0
2557,13102,0
2558,13103,1
2559,13104,1
2560,13105,1
2561,13106,1
2562,13107,1
2563,13108,0
2564,13109,0
2565,13110,0
2566,13111,0
2567,13112,1
2568,13113,1
2569,13114,1
2570,13115,0
2571,13116,0
2572,13117,0
2573,13118,0
2574,13119,1
2575,13120,0
2576,13121,0
2577,13122,0
2578,13123,1
2579,13124,0
2580,13125,0
2581,13126,0
2582,13127,0
2583,13128,0
2584,13129,0
2585,13130,1
2586,13131,0
2587,13132,0
2588,13133,0
2589,13134,0
2590,13135,1
2591,13136,1
2592,13137,1
2593,13138,1
2594,13139,0
2595,13140,1
2596,13141,1
2597,13142,1
2598,13143,0
2599,13144,1
2600,13145,1
2601,13146,1
2602,13147,0
2603,13148,1
2604,13149,1
2605,13150,1
2606,13151,0
2607,13152,1
2608,13153,1
2609,13154,1
2610,13155,1
2611,13156,1
2612,13157,0
2613,13158,1
2614,13159,0
2615,13160,0
2616,13161,0
2617,13162,1
2618,13163,1
2619,13164,1
2620,13165,1
2621,13166,0
2622,13167,1
2623,13168,0
2624,13169,0
2625,13170,0
2626,13171,1
2627,13172,1
2628,13173,1
2629,13174,1
2630,13175,1
2631,13176,1
2632,13177,0
2633,13178,1
2634,13179,0
2635,13180,1
2636,13181,1
2637,13182,1
2638,13183,0
2639,13184,1
2640,13185,0
2641,13186,1
2642,13187,0
2643,13188,1
2644,13189,0
2645,13190,0
2646,13191,1
2647,13192,1
2648,13193,0
2649,13194,0
2650,13195,0
2651,13196,0
2652,13197,0
2653,13198,1
2654,13199,0
2655,13200,1
2656,13201,0
2657,13202,1
2658,13203,1
2659,13204,0
2660,13205,1
2661,13206,1
2662,13207,0
2663,13208,0
2664,13209,1
2665,13210,0
2666,13211,1
2667,13212,0
2668,13213,1
2669,13214,1
2670,13215,1
2671,13216,1
2672,13217,1
2673,13218,1
2674,13219,0
2675,13220,1
2676,13221,0
2677,13222,1
2678,13223,1
2679,13224,0
2680,13225,1
2681,13226,1
2682,13227,1
2683,13228,0
2684,13229,0
2685,13230,1
2686,13231,1
2687,13232,1
2688,13233,0
2689,13234,0
2690,13235,1
2691,13236,1
2692,13237,0
2693,13238,0
2694,13239,0
2695,13240,0
2696,13241,0
2697,13242,0
2698,13243,1
2699,13244,1
2700,13245,0
2701,13246,1
2702,13247,1
2703,13248,1
2704,13249,1
2705,13250,0
2706,13251,0
2707,13252,1
2708,13253,0
2709,13254,1
2710,13255,1
2711,13256,0
2712,13257,0
2713,13258,0
2714,13259,0
2715,13260,1
2716,13261,1
2717,13262,0
2718,13263,1
2719,13264,1
2720,13265,1
2721,13266,0
2722,13267,0
2723,13268,1
2724,13269,0
2725,13270,0
2726,13271,0
2727,13272,1
2728,13273,0
2729,13274,0
2730,13275,0
2731,13276,1
2732,13277,1
2733,13278,1
2734,13279,0
2735,13280,0
2736,13281,1
2737,13282,0
2738,13283,1
2739,13284,1
2740,13285,0
2741,13286,0
2742,13287,0
2743,13288,0
2744,13289,1
2745,13290,1
2746,13291,1
2747,13292,0
2748,13293,1
2749,13294,1
2750,13295,1
2751,13296,1
2752,13297,0
2753,13298,1
2754,13299,1
2755,13300,0
2756,13301,0
2757,13302,0
2758,13303,0
2759,13304,0
2760,13305,1
2761,13306,0
2762,13307,1
2763,13308,1
2764,13309,1
2765,13310,0
2766,13311,1
2767,13312,0
2768,13313,0
2769,13314,1
2770,13315,1
2771,13316,1
2772,13317,1
2773,13318,1
2774,13319,1
2775,13320,0
2776,13321,0
2777,13322,1
2778,13323,1
2779,13324,0
2780,13325,1
2781,13326,1
2782,13327,0
2783,13328,0
2784,13329,0
2785,13330,1
2786,13331,0
2787,13332,0
2788,13333,1
2789,13334,1
2790,13335,1
2791,13336,0
2792,13337,1
2793,13338,0
2794,13339,0
2795,13340,0
2796,13341,1
2797,13342,0
2798,13343,1
2799,13344,0
2800,13345,0
2801,13346,1
2802,13347,1
2803,13348,1
2804,13349,0
2805,13350,1
2806,13351,1
2807,13352,1
2808,13353,0
2809,13354,1
2810,13355,1
2811,13356,1
2812,13357,1
2813,13358,0
2814,13359,1
2815,13360,0
2816,13361,0
2817,13362,0
2818,13363,0
2819,13364,1
2820,13365,0
2821,13366,1
2822,13367,1
2823,13368,1
2824,13369,0
2825,13370,0
2826,13371,0
2827,13372,0
2828,13373,1
2829,13374,1
2830,13375,1
2831,13376,0
2832,13377,1
2833,13378,0
2834,13379,0
2835,13380,1
2836,13381,1
2837,13382,1
2838,13383,0
2839,13384,1
2840,13385,0
2841,13386,1
2842,13387,1
2843,13388,0
2844,13389,0
2845,13390,0
2846,13391,1
2847,13392,1
2848,13393,1
2849,13394,1
2850,13395,0
2851,13396,1
2852,13397,1
2853,13398,1
2854,13399,0
2855,13400,1
2856,13401,0
2857,13402,1
2858,13403,1
2859,13404,0
2860,13405,1
2861,13406,1
2862,13407,1
2863,13408,0
2864,13409,1
2865,13410,0
2866,13411,0
2867,13412,0
2868,13413,0
2869,13414,0
2870,13415,0
2871,13416,1
2872,13417,1
2873,13418,1
2874,13419,1
2875,13420,1
2876,13421,0
2877,13422,1
2878,13423,1
2879,13424,1
2880,13425,1
2881,13426,0
2882,13427,1
2883,13428,0
2884,13429,1
2885,13430,1
2886,13431,1
2887,13432,1
2888,13433,0
2889,13434,0
2890,13435,0
2891,13436,0
2892,13437,1
2893,13438,0
2894,13439,0
2895,13440,0
2896,13441,1
2897,13442,0
2898,13443,0
2899,13444,0
2900,13445,0
2901,13446,1
2902,13447,1
2903,13448,1
2904,13449,0
2905,13450,0
2906,13451,0
2907,13452,1
2908,13453,0
2909,13454,0
2910,13455,1
2911,13456,0
2912,13457,0
2913,13458,0
2914,13459,1
2915,13460,1
2916,13461,0
2917,13462,0
2918,13463,1
2919,13464,0
2920,13465,1
2921,13466,0
2922,13467,1
2923,13468,0
2924,13469,1
2925,13470,0
2926,13471,1
2927,13472,1
2928,13473,0
2929,13474,1
2930,13475,1
2931,13476,1
2932,13477,1
2933,13478,1
2934,13479,0
2935,13480,0
2936,13481,0
2937,13482,0
2938,13483,0
2939,13484,0
2940,13485,0
2941,13486,1
2942,13487,1
2943,13488,1
2944,13489,0
2945,13490,0
2946,13491,0
2947,13492,1
2948,13493,0
2949,13494,1
2950,13495,0
2951,13496,1
2952,13497,1
2953,13498,1
2954,13499,1
2955,13500,1
2956,13501,0
2957,13502,1
2958,13503,0
2959,13504,1
2960,13505,0
2961,13506,0
2962,13507,1
2963,13508,1
2964,13509,1
2965,13510,1
2966,13511,0
2967,13512,1
2968,13513,0
2969,13514,0
2970,13515,0
2971,13516,1
2972,13517,1
2973,13518,0
2974,13519,1
2975,13520,0
2976,13521,1
2977,13522,1
2978,13523,1
2979,13524,0
2980,13525,1
2981,13526,1
2982,13527,0
2983,13528,0
2984,13529,1
2985,13530,1
2986,13531,0
2987,13532,1
2988,13533,1
2989,13534,1
2990,13535,1
2991,13536,0
2992,13537,0
2993,13538,0
2994,13539,0
2995,13540,1
2996,13541,0
2997,13542,0
2998,13543,1
2999,13544,0
3000,13545,0
3001,13546,1
3002,13547,0
3003,13548,1
3004,13549,1
3005,13550,1
3006,13551,0
3007,13552,0
3008,13553,0
3009,13554,1
3010,13555,1
3011,13556,1
3012,13557,0
3013,13558,0
3014,13559,1
3015,13560,1
3016,13561,1
3017,13562,1
3018,13563,1
3019,13564,0
3020,13565,1
3021,13566,1
3022,13567,1
3023,13568,0
3024,13569,1
3025,13570,0
3026,13571,0
3027,13572,0
3028,13573,1
3029,13574,0
3030,13575,0
3031,13576,1
3032,13577,1
3033,13578,1
3034,13579,0
3035,13580,1
3036,13581,1
3037,13582,1
3038,13583,1
3039,13584,1
3040,13585,0
3041,13586,1
3042,13587,0
3043,13588,0
3044,13589,1
3045,13590,1
3046,13591,0
3047,13592,0
3048,13593,0
3049,13594,0
3050,13595,0
3051,13596,0
3052,13597,1
3053,13598,0
3054,13599,1
3055,13600,0
3056,13601,1
3057,13602,0
3058,13603,0
3059,13604,0
3060,13605,1
3061,13606,0
3062,13607,1
3063,13608,1
3064,13609,1
3065,13610,0
3066,13611,1
3067,13612,0
3068,13613,1
3069,13614,1
3070,13615,0
3071,13616,0
3072,13617,1
3073,13618,0
3074,13619,1
3075,13620,1
3076,13621,1
3077,13622,0
3078,13623,1
3079,13624,0
3080,13625,1
3081,13626,1
3082,13627,0
3083,13628,1
3084,13629,1
3085,13630,1
3086,13631,0
3087,13632,1
3088,13633,1
3089,13634,0
3090,13635,0
3091,13636,0
3092,13637,0
3093,13638,0
3094,13639,1
3095,13640,0
3096,13641,0
3097,13642,1
3098,13643,1
3099,13644,1
3100,13645,0
3101,13646,0
3102,13647,0
3103,13648,0
3104,13649,0
3105,13650,0
3106,13651,0
3107,13652,1
3108,13653,0
3109,13654,0
3110,13655,0
3111,13656,0
3112,13657,0
3113,13658,0
3114,13659,0
3115,13660,0
3116,13661,0
3117,13662,0
3118,13663,0
3119,13664,1
3120,13665,0
3121,13666,1
3122,13667,0
3123,13668,0
3124,13669,0
3125,13670,1
3126,13671,1
3127,13672,0
3128,13673,1
3129,13674,0
3130,13675,0
3131,13676,0
3132,13677,1
3133,13678,0
3134,13679,1
3135,13680,0
3136,13681,0
3137,13682,0
3138,13683,1
3139,13684,0
3140,13685,1
3141,13686,1
3142,13687,0
3143,13688,0
3144,13689,1
3145,13690,0
3146,13691,1
3147,13692,1
3148,13693,0
3149,13694,1
3150,13695,1
3151,13696,1
3152,13697,0
3153,13698,0
3154,13699,0
3155,13700,1
3156,13701,0
3157,13702,1
3158,13703,1
3159,13704,1
3160,13705,1
3161,13706,1
3162,13707,0
3163,13708,0
3164,13709,0
3165,13710,1
3166,13711,1
3167,13712,1
3168,13713,0
3169,13714,1
3170,13715,0
3171,13716,0
3172,13717,1
3173,13718,0
3174,13719,0
3175,13720,0
3176,13721,1
3177,13722,1
3178,13723,1
3179,13724,0
3180,13725,0
3181,13726,0
3182,13727,0
3183,13728,0
3184,13729,1
3185,13730,1
3186,13731,1
3187,13732,0
3188,13733,1
3189,13734,0
3190,13735,0
3191,13736,1
3192,13737,1
3193,13738,0
3194,13739,1
3195,13740,0
3196,13741,1
3197,13742,1
3198,13743,1
3199,13744,0
3200,13745,0
3201,13746,1
3202,13747,0
3203,13748,1
3204,13749,0
3205,13750,1
3206,13751,0
3207,13752,1
3208,13753,1
3209,13754,0
3210,13755,1
3211,13756,1
3212,13757,1
3213,13758,1
3214,13759,0
3215,13760,1
3216,13761,1
3217,13762,0
3218,13763,1
3219,13764,0
3220,13765,1
3221,13766,1
3222,13767,0
3223,13768,1
3224,13769,0
3225,13770,0
3226,13771,0
3227,13772,0
3228,13773,1
3229,13774,0
3230,13775,1
3231,13776,1
3232,13777,0
3233,13778,1
3234,13779,0
3235,13780,0
3236,13781,0
3237,13782,0
3238,13783,0
3239,13784,0
3240,13785,1
3241,13786,1
3242,13787,1
3243,13788,1
3244,13789,1
3245,13790,0
3246,13791,1
3247,13792,0
3248,13793,0
3249,13794,0
3250,13795,1
3251,13796,1
3252,13797,0
3253,13798,0
3254,13799,0
3255,13800,1
3256,13801,1
3257,13802,0
3258,13803,1
3259,13804,1
3260,13805,0
3261,13806,1
3262,13807,0
3263,13808,0
3264,13809,0
3265,13810,1
3266,13811,1
3267,13812,1
3268,13813,0
3269,13814,0
3270,13815,0
3271,13816,0
3272,13817,1
3273,13818,0
3274,13819,1
3275,13820,0
3276,13821,0
3277,13822,1
3278,13823,0
3279,13824,1
3280,13825,1
3281,13826,0
3282,13827,1
3283,13828,1
3284,13829,1
3285,13830,0
3286,13831,0
3287,13832,0
3288,13833,0
3289,13834,1
3290,13835,0
3291,13836,0
3292,13837,0
3293,13838,0
3294,13839,1
3295,13840,0
3296,13841,0
3297,13842,1
3298,13843,1
3299,13844,0
3300,13845,0
3301,13846,0
3302,13847,0
3303,13848,1
3304,13849,0
3305,13850,1
3306,13851,1
3307,13852,1
3308,13853,0
3309,13854,1
3310,13855,1
3311,13856,1
3312,13857,0
3313,13858,0
3314,13859,0
3315,13860,0
3316,13861,1
3317,13862,0
3318,13863,1
3319,13864,1
3320,13865,1
3321,13866,1
3322,13867,1
3323,13868,1
3324,13869,1
3325,13870,0
3326,13871,1
3327,13872,1
3328,13873,0
3329,13874,1
3330,13875,1
3331,13876,0
3332,13877,1
3333,13878,1
3334,13879,0
3335,13880,0
3336,13881,0
3337,13882,1
3338,13883,1
3339,13884,1
3340,13885,0
3341,13886,1
3342,13887,1
3343,13888,1
3344,13889,1
3345,13890,1
3346,13891,0
3347,13892,1
3348,13893,0
3349,13894,1
3350,13895,1
3351,13896,0
3352,13897,1
3353,13898,0
3354,13899,1
3355,13900,1
3356,13901,1
3357,13902,0
3358,13903,1
3359,13904,0
3360,13905,1
3361,13906,1
3362,13907,0
3363,13908,1
3364,13909,0
3365,13910,0
3366,13911,1
3367,13912,0
3368,13913,0
3369,13914,0
3370,13915,0
3371,13916,0
3372,13917,1
3373,13918,1
3374,13919,1
3375,13920,0
3376,13921,0
3377,13922,1
3378,13923,1
3379,13924,0
3380,13925,0
3381,13926,0
3382,13927,0
3383,13928,0
3384,13929,1
3385,13930,0
3386,13931,0
3387,13932,0
3388,13933,1
3389,13934,1
3390,13935,0
3391,13936,0
3392,13937,0
3393,13938,0
3394,13939,1
3395,13940,0
3396,13941,0
3397,13942,0
3398,13943,0
3399,13944,1
3400,13945,1
3401,13946,0
3402,13947,1
3403,13948,1
3404,13949,1
3405,13950,0
3406,13951,0
3407,13952,0
3408,13953,1
3409,13954,1
3410,13955,0
3411,13956,0
3412,13957,1
3413,13958,0
3414,13959,0
3415,13960,0
3416,13961,1
3417,13962,1
3418,13963,0
3419,13964,1
3420,13965,1
3421,13966,0
3422,13967,0
3423,13968,1
3424,13969,0
3425,13970,1
3426,13971,1
3427,13972,1
3428,13973,1
3429,13974,1
3430,13975,1
3431,13976,0
3432,13977,0
3433,13978,1
3434,13979,1
3435,13980,1
3436,13981,1
3437,13982,0
3438,13983,1
3439,13984,1
3440,13985,1
3441,13986,1
3442,13987,1
3443,13988,1
3444,13989,0
3445,13990,0
3446,13991,0
3447,13992,0
3448,13993,0
3449,13994,0
3450,13995,1
3451,13996,1
3452,13997,1
3453,13998,1
3454,13999,0
3455,14000,1
3456,14001,0
3457,14002,1
3458,14003,1
3459,14004,0
3460,14005,0
3461,14006,1
3462,14007,0
3463,14008,1
3464,14009,0
3465,14010,0
3466,14011,1
3467,14012,1
3468,14013,1
3469,14014,1
3470,14015,1
3471,14016,1
3472,14017,1
3473,14018,1
3474,14019,0
3475,14020,0
3476,14021,0
3477,14022,0
3478,14023,0
3479,14024,1
3480,14025,0
3481,14026,1
3482,14027,1
3483,14028,0
3484,14029,1
3485,14030,1
3486,14031,1
3487,14032,1
3488,14033,1
3489,14034,0
3490,14035,1
3491,14036,1
3492,14037,1
3493,14038,1
3494,14039,1
3495,14040,0
3496,14041,0
3497,14042,1
3498,14043,0
3499,14044,0
3500,14045,0
3501,14046,0
3502,14047,1
3503,14048,0
3504,14049,0
3505,14050,1
3506,14051,1
3507,14052,1
3508,14053,0
3509,14054,1
3510,14055,0
3511,14056,1
3512,14057,1
3513,14058,1
3514,14059,1
3515,14060,0
3516,14061,1
3517,14062,1
3518,14063,1
3519,14064,1
3520,14065,1
3521,14066,0
3522,14067,0
3523,14068,0
3524,14069,1
3525,14070,0
3526,14071,1
3527,14072,1
3528,14073,1
3529,14074,1
3530,14075,0
3531,14076,0
3532,14077,1
3533,14078,0
3534,14079,1
3535,14080,0
3536,14081,0
3537,14082,1
3538,14083,0
3539,14084,1
3540,14085,0
3541,14086,0
3542,14087,1
3543,14088,0
3544,14089,0
3545,14090,0
3546,14091,0
3547,14092,0
3548,14093,1
3549,14094,0
3550,14095,1
3551,14096,0
3552,14097,1
3553,14098,0
3554,14099,1
3555,14100,0
3556,14101,1
3557,14102,0
3558,14103,0
3559,14104,1
3560,14105,1
3561,14106,1
3562,14107,1
3563,14108,0
3564,14109,0
3565,14110,0
3566,14111,1
3567,14112,1
3568,14113,1
3569,14114,0
3570,14115,1
3571,14116,1
3572,14117,1
3573,14118,1
3574,14119,1
3575,14120,1
3576,14121,1
3577,14122,0
3578,14123,0
3579,14124,1
3580,14125,0
3581,14126,0
3582,14127,0
3583,14128,1
3584,14129,0
3585,14130,1
3586,14131,1
3587,14132,0
3588,14133,0
3589,14134,1
3590,14135,1
3591,14136,1
3592,14137,1
3593,14138,0
3594,14139,0
3595,14140,1
3596,14141,1
3597,14142,0
3598,14143,1
3599,14144,1
3600,14145,1
3601,14146,0
3602,14147,1
3603,14148,1
3604,14149,0
3605,14150,0
3606,14151,0
3607,14152,0
3608,14153,1
3609,14154,1
3610,14155,0
3611,14156,0
3612,14157,0
3613,14158,0
3614,14159,0
3615,14160,1
3616,14161,1
3617,14162,0
3618,14163,1
3619,14164,0
3620,14165,1
3621,14166,1
